,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
5,28,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,90,0,0,0,3,0,0,0,1,0,0,0,5,11.0,54.7,22.0,8.8,82,-129699,8025951,102712,232411
0,313,1,7,12,False,2022-08-05T19:00:00Z,0,2,1,82,0,1,1,0,0,0,0,0,0,0,3,38,40.0,23.3,21.0,8.4,50,0,1170032,0,0
1,313,11,10,1,True,2022-08-13T14:00:00Z,4,2,2,76,0,0,0,2,0,0,0,0,0,0,0,15,7.4,7.9,12.0,2.7,51,603981,2282170,642617,38636
2,313,21,3,6,False,2022-08-20T16:30:00Z,0,3,3,90,0,0,1,0,0,0,0,0,0,0,0,27,13.6,12.5,0.0,2.6,52,248945,2667853,434468,185523
3,313,31,9,0,True,2022-08-27T16:30:00Z,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,220900,3012987,361150,140250
4,313,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-915422,2072134,27693,943115
5,313,56,14,1,False,2022-09-04T15:30:00Z,3,1,6,73,0,0,0,2,0,0,0,0,0,0,0,12,2.2,3.2,2.0,0.7,51,-522740,1575523,15109,537849
0,607,41,2,0,True,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0
1,607,56,14,0,False,2022-09-04T15:30:00Z,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,2221,3676,2746,525
0,29,2,3,2,False,2022-08-06T14:00:00Z,2,0,1,81,0,0,0,2,0,0,0,0,0,0,0,7,3.0,19.9,21.0,4.4,70,0,1342560,0,0
1,29,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,59,0,0,0,0,0,0,0,1,0,0,0,6,1.4,3.5,2.0,0.7,70,-121965,1363566,58301,180266
2,29,22,7,1,False,2022-08-20T14:00:00Z,3,1,3,17,0,0,0,0,0,0,0,0,0,0,0,3,6.6,0.9,38.0,4.6,69,-716273,645415,5216,721489
3,29,32,19,3,True,2022-08-28T13:00:00Z,0,1,4,65,0,0,1,0,0,0,0,0,0,0,0,11,13.2,30.1,7.0,5.0,68,-136141,546055,10295,146436
4,29,41,1,1,False,2022-08-31T18:30:00Z,2,1,5,17,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.9,2.0,0.3,68,-73491,483387,8313,81804
5,29,51,13,1,True,2022-09-03T16:30:00Z,1,1,6,25,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,2.0,0.2,67,-59210,431897,9866,69076
0,30,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,65,0,0,0,1,0,0,0,1,0,0,0,0,1.0,12.5,33.0,4.7,70,0,180366,0,0
1,30,12,8,6,True,2022-08-13T11:30:00Z,2,1,2,77,1,0,1,0,0,0,0,1,0,0,1,23,31.8,10.0,47.0,8.9,70,-31634,168411,12338,43972
2,30,22,7,1,False,2022-08-20T14:00:00Z,3,1,3,24,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,17.0,1.8,70,19882,208449,45537,25655
3,30,32,19,2,True,2022-08-28T13:00:00Z,0,1,4,77,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.8,6.0,0.6,69,-35545,177396,10944,46489
4,30,41,1,1,False,2022-08-31T18:30:00Z,2,1,5,7,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,2.0,0.2,69,-31233,150158,4285,35518
5,30,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,68,-32114,120463,2332,34446
0,31,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,90,0,0,0,2,0,0,0,0,0,1,0,10,9.2,0.0,0.0,0.9,50,0,476293,0,0
1,31,12,8,3,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,4,0,16,34.6,0.0,0.0,3.5,50,-28615,505383,21425,50040
2,31,22,7,10,False,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,3,0,1,0,0,0,6,2,36,71.8,0.0,0.0,7.2,50,-44086,484689,18320,62406
3,31,32,19,2,True,2022-08-28T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,1,0,13,8.8,0.0,0.0,0.9,50,5587,524501,42458,36871
4,31,41,1,3,False,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,6,0,18,34.4,0.0,0.0,3.4,50,-53369,477967,9246,62615
5,31,51,13,3,True,2022-09-03T16:30:00Z,1,1,6,90,0,0,0,1,0,0,0,0,0,3,0,16,27.6,0.0,0.0,2.8,49,-35883,453493,11373,47256
0,32,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,23881,0,0
1,32,12,8,1,True,2022-08-13T11:30:00Z,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,10.0,0.0,0.0,1.0,45,-2659,25480,1228,3887
2,32,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1712,25615,1509,3221
3,32,32,19,2,True,2022-08-28T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,16,20.0,0.6,0.0,2.1,44,-2730,23895,645,3375
4,32,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1250,23186,505,1755
5,32,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1458,22124,490,1948
0,33,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,11,13.2,22.4,8.0,4.4,50,0,342130,0,0
1,33,12,8,-1,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,1,0,0,1,0,0,0,-1,6.8,15.5,6.0,2.8,50,-13477,368642,27497,40974
2,33,22,7,1,False,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,16,17.8,34.3,18.0,7.0,49,-74018,302421,15762,89780
3,33,32,19,2,True,2022-08-28T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,14,19.6,39.1,6.0,6.5,48,-57466,251926,6485,63951
4,33,41,1,1,False,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,9,17.2,5.6,0.0,2.3,48,-34597,220657,3966,38563
5,33,51,13,1,True,2022-09-03T16:30:00Z,1,1,6,90,0,0,0,1,0,0,0,1,0,0,0,6,15.6,1.7,0.0,1.7,47,-23237,200480,4696,27933
0,34,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,16145,0,0
1,34,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2117,18277,1383,3500
2,34,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2607,17031,1539,4146
3,34,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-5289,11995,214,5503
4,34,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2414,9680,0,2414
5,34,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1532,8209,0,1532
0,35,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,159116,0,0
1,35,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1046,178775,6091,7137
2,35,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3326,182301,6710,10036
3,35,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-4606,181585,4308,8914
4,35,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-4500,179422,2805,7305
5,35,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-4711,177082,3551,8262
0,36,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,24272,0,0
1,36,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,151,30978,4049,3898
2,36,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-646,33336,5533,6179
3,36,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4055,30077,1710,5765
4,36,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2164,28792,1461,3625
5,36,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-282,29912,3014,3296
0,37,2,3,2,False,2022-08-06T14:00:00Z,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,16,9.6,4.0,17.0,3.1,55,0,159781,0,0
1,37,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,17,20.2,31.4,9.0,6.1,55,-12772,159025,7247,20019
2,37,22,7,1,False,2022-08-20T14:00:00Z,3,1,3,72,0,0,0,3,0,0,0,1,0,0,0,6,2.6,3.8,0.0,0.6,55,-17747,146141,8593,26340
3,37,32,19,2,True,2022-08-28T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,13,14.0,13.2,9.0,3.6,54,-29910,117721,1885,31795
4,37,41,1,1,False,2022-08-31T18:30:00Z,2,1,5,72,0,0,0,1,0,0,0,1,0,0,0,3,0.6,0.8,0.0,0.1,54,-17185,101867,1061,18246
5,37,51,13,2,True,2022-09-03T16:30:00Z,1,1,6,64,0,0,0,1,0,0,0,0,0,0,0,6,6.6,0.2,0.0,0.7,53,-12511,90210,1495,14006
0,38,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3746,0,0
1,38,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1303,2463,24,1327
2,38,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-451,2071,47,498
3,38,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-276,1809,18,294
4,38,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-164,1655,0,164
5,38,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-154,1505,0,154
0,39,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,573589,0,0
1,39,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,15,16.6,1.3,0.0,1.8,45,-93171,507947,10497,103668
2,39,22,7,1,False,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,13,13.8,0.4,0.0,1.4,44,-34197,488420,21874,56071
3,39,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-56063,437220,8200,64263
4,39,41,1,1,False,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,17,35.8,0.2,0.0,3.6,44,-90304,347676,1420,91724
5,39,51,13,2,True,2022-09-03T16:30:00Z,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,10,11.6,0.3,2.0,1.4,43,-33394,318244,7146,40540
0,40,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,24,0,0,0,1,0,0,0,0,0,0,0,3,2.0,11.8,2.0,1.6,75,0,324554,0,0
1,40,12,8,11,True,2022-08-13T11:30:00Z,2,1,2,90,0,2,0,1,0,0,0,0,0,0,3,27,40.8,25.0,45.0,11.1,74,-84327,257270,10167,94494
2,40,22,7,6,False,2022-08-20T14:00:00Z,3,1,3,90,1,0,0,3,0,0,0,0,0,0,0,27,34.8,4.7,17.0,5.7,74,64527,355958,104255,39728
3,40,32,19,2,True,2022-08-28T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,6,4.6,2.5,35.0,4.2,74,19227,395239,64190,44963
4,40,41,1,2,False,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,6,7.4,2.4,0.0,1.0,74,-73732,322483,12526,86258
5,40,51,13,2,True,2022-09-03T16:30:00Z,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,1,3.4,0.9,24.0,2.8,73,-81271,245001,6123,87394
0,41,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,16834,0,0
1,41,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-645,19519,2001,2646
2,41,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1402,19316,2382,3784
3,41,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2348,17472,941,3289
4,41,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,756,19633,3066,2310
5,41,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,261,20569,2761,2500
0,42,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,45,0,0,0,1,0,0,0,0,0,0,0,8,4.8,15.8,2.0,2.3,60,0,42305,0,0
1,42,12,8,8,True,2022-08-13T11:30:00Z,2,1,2,30,1,0,0,1,0,0,0,0,0,0,2,26,42.8,38.8,53.0,13.5,60,-6647,40198,2423,9070
2,42,22,7,2,False,2022-08-20T14:00:00Z,3,1,3,72,0,0,0,3,0,0,0,0,0,0,0,4,9.0,1.8,15.0,2.6,60,22611,72351,32144,9533
3,42,32,19,1,True,2022-08-28T13:00:00Z,0,1,4,24,0,0,0,1,0,0,0,0,0,0,0,6,6.6,15.3,0.0,2.2,60,-15623,56809,3475,19098
4,42,41,1,2,False,2022-08-31T18:30:00Z,2,1,5,72,0,0,0,1,0,0,0,0,0,0,0,3,6.8,2.8,23.0,3.3,60,-11246,46974,1590,12836
5,42,51,13,1,True,2022-09-03T16:30:00Z,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,59,-6202,42119,1817,8019
0,43,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,15,13.2,11.0,10.0,3.4,50,0,1603398,0,0
1,43,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,13.4,6.3,0.0,2.0,50,-152913,1525592,42016,194929
2,43,22,7,1,False,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,12,15.6,29.1,1.0,4.6,49,-527439,996715,6063,533502
3,43,32,19,1,True,2022-08-28T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,1,0,0,0,6,15.6,1.4,8.0,2.5,48,-157864,865546,16376,174240
4,43,41,1,1,False,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,9,12.6,16.4,4.0,3.3,48,-121549,750113,8796,130345
5,43,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,26,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,47,-80646,674941,10479,91125
0,44,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,16,20.8,1.3,0.0,2.2,45,0,22328,0,0
1,44,12,8,1,True,2022-08-13T11:30:00Z,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,45,335,28102,3449,3114
2,44,22,7,1,False,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,13,19.2,0.8,2.0,2.2,45,-3234,26262,1607,4841
3,44,32,19,2,True,2022-08-28T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,16,17.2,0.3,0.0,1.8,45,-2952,24663,996,3948
4,44,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,1,0,0,0,6,13.6,0.8,2.0,1.6,44,-1855,23519,785,2640
5,44,51,13,2,True,2022-09-03T16:30:00Z,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,5,4.4,0.1,0.0,0.5,44,-1932,21997,691,2623
0,45,2,3,2,False,2022-08-06T14:00:00Z,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,8,12.8,31.9,22.0,6.7,50,0,1449758,0,0
1,45,12,8,1,True,2022-08-13T11:30:00Z,2,1,2,12,0,0,0,1,0,0,0,0,0,0,0,5,2.2,10.5,2.0,1.5,50,-14393,1509475,89649,104042
2,45,22,7,5,False,2022-08-20T14:00:00Z,3,1,3,65,0,1,0,2,0,0,0,0,0,0,0,15,17.4,22.1,2.0,4.2,49,-488178,1027220,45236,533414
3,45,32,19,1,True,2022-08-28T13:00:00Z,0,1,4,12,0,0,0,0,0,0,0,0,0,0,0,4,4.4,4.6,10.0,1.9,48,-177075,863231,29892,206967
4,45,41,1,2,False,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,0,0,0,0,9,10.0,3.5,17.0,3.1,47,-218594,647569,13382,231976
5,45,51,13,8,True,2022-09-03T16:30:00Z,1,1,6,90,1,0,0,1,0,0,0,0,0,0,1,22,30.6,0.9,18.0,5.0,47,-88502,564058,19075,107577
0,46,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,8,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,2.3,8.0,1.0,50,0,60038,0,0
1,46,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-10992,51698,1577,12569
2,46,22,7,1,False,2022-08-20T14:00:00Z,3,1,3,17,0,0,0,0,0,0,0,0,0,0,0,6,8.6,25.7,0.0,3.4,49,-11577,41376,2455,14032
3,46,32,19,3,True,2022-08-28T13:00:00Z,0,1,4,65,0,0,1,0,0,0,0,0,0,0,0,11,2.4,2.3,0.0,0.5,48,-6949,35142,845,7794
4,46,41,1,7,False,2022-08-31T18:30:00Z,2,1,5,17,1,0,0,1,0,0,0,0,0,0,1,21,33.6,0.2,7.0,4.1,48,-2648,33371,1568,4216
5,46,51,13,2,True,2022-09-03T16:30:00Z,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,11,7.8,15.2,0.0,2.3,48,8444,44727,12460,4016
0,47,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,45,0,0,0,1,0,0,0,1,0,0,0,11,10.0,22.3,8.0,4.0,55,0,172950,0,0
1,47,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,13.4,18.5,6.0,3.8,55,-28430,154255,4260,32690
2,47,22,7,2,False,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,14,7.6,12.6,0.0,2.0,54,-19268,139775,8863,28131
3,47,32,19,1,True,2022-08-28T13:00:00Z,0,1,4,24,0,0,0,1,0,0,0,0,0,0,0,4,6.4,11.8,9.0,2.7,53,-27037,114625,2052,29089
4,47,41,1,1,False,2022-08-31T18:30:00Z,2,1,5,90,0,0,0,2,0,0,0,1,0,0,0,10,20.0,23.6,0.0,4.4,53,-18904,97152,1343,20247
5,47,51,13,5,True,2022-09-03T16:30:00Z,1,1,6,90,0,1,0,1,0,0,0,0,0,0,0,15,23.8,11.8,12.0,4.8,52,-12099,86293,1792,13891
0,49,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2562,0,0
1,49,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-57,3511,335,392
2,49,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-179,3718,452,631
3,49,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-369,3551,164,533
4,49,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-170,3599,211,381
5,49,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-406,3313,172,578
0,50,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,90,0,0,0,2,0,0,0,0,0,0,0,8,9.2,1.5,3.0,1.4,50,0,92038,0,0
1,50,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,9,13.8,1.3,29.0,4.4,50,-11162,97578,4695,15857
2,50,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-47429,49891,625,48054
3,50,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-14560,37579,101,14661
4,50,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-5555,32531,62,5617
5,50,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-3755,28969,146,3901
0,51,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,10833,0,0
1,51,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1798,11070,780,2578
2,51,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1709,9942,1007,2716
3,51,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1753,8495,257,2010
4,51,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-847,7955,310,1157
5,51,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1745,6258,157,1902
0,52,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,16243,0,0
1,52,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-5500,11422,414,5914
2,52,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-3283,8392,172,3455
3,52,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1490,6998,0,1490
4,52,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-783,6241,0,783
5,52,51,13,0,True,2022-09-03T16:30:00Z,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-706,5540,0,706
0,53,2,3,2,False,2022-08-06T14:00:00Z,2,0,1,81,0,0,0,2,0,0,0,0,0,0,0,8,5.6,3.8,5.0,1.4,50,0,12140,0,0
1,53,12,8,2,True,2022-08-13T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,20,26.2,3.2,0.0,2.9,50,-480,15173,1603,2083
2,53,22,7,2,False,2022-08-20T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,9,17.8,10.8,0.0,2.9,50,1157,18770,4204,3047
3,53,32,19,1,True,2022-08-28T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,1,0,0,0,12,11.8,12.8,0.0,2.5,50,-2490,17163,1315,3805
4,53,41,1,2,False,2022-08-31T18:30:00Z,2,1,5,82,0,0,0,2,0,0,0,0,0,0,0,8,18.6,1.3,0.0,2.0,50,-1856,16000,722,2578
5,53,51,13,2,True,2022-09-03T16:30:00Z,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,9,7.4,0.8,0.0,0.8,49,-826,15903,1232,2058
0,54,2,3,1,False,2022-08-06T14:00:00Z,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.3,2.0,0.3,45,0,617143,0,0
1,54,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6066,663763,33689,39755
